video_name,label
8qrpnFRGt2A_10,-2
8qrpnFRGt2A_11,-1
8qrpnFRGt2A_12,-2
8qrpnFRGt2A_13,0
8qrpnFRGt2A_14,-2
8qrpnFRGt2A_15,-2
8qrpnFRGt2A_16,-1
8qrpnFRGt2A_17,-1
8qrpnFRGt2A_18,1
8qrpnFRGt2A_19,1
8qrpnFRGt2A_20,-1
8qrpnFRGt2A_21,-2
8qrpnFRGt2A_22,-1
8qrpnFRGt2A_23,0
8qrpnFRGt2A_24,0
8qrpnFRGt2A_25,0
8qrpnFRGt2A_26,-1
9c67fiY0wGQ_1,0
9c67fiY0wGQ_2,2
9c67fiY0wGQ_3,2
9c67fiY0wGQ_4,2
9c67fiY0wGQ_5,2
9c67fiY0wGQ_6,2
9c67fiY0wGQ_7,2
9c67fiY0wGQ_8,2
9c67fiY0wGQ_9,2
9c67fiY0wGQ_10,2
9c67fiY0wGQ_11,2
9c67fiY0wGQ_12,2
9J25DZhivz8_1,2
9J25DZhivz8_2,2
9J25DZhivz8_3,2
9J25DZhivz8_4,3
9J25DZhivz8_5,2
9J25DZhivz8_6,3
9J25DZhivz8_7,2
9J25DZhivz8_8,2
9J25DZhivz8_9,3
9J25DZhivz8_10,2
9J25DZhivz8_11,1
9J25DZhivz8_12,0
9J25DZhivz8_13,0
9J25DZhivz8_14,2
9J25DZhivz8_15,1
9J25DZhivz8_16,2
9J25DZhivz8_17,0
9J25DZhivz8_18,1
9J25DZhivz8_19,1
9J25DZhivz8_20,2
9J25DZhivz8_21,1
9J25DZhivz8_22,-1
9J25DZhivz8_23,1
9J25DZhivz8_24,1
9J25DZhivz8_25,2
9qR7uwkblbs_1,-1
9qR7uwkblbs_2,3
9qR7uwkblbs_3,1
9qR7uwkblbs_4,3
9qR7uwkblbs_5,1
9qR7uwkblbs_6,-2
9qR7uwkblbs_7,2
9qR7uwkblbs_8,1
9qR7uwkblbs_9,-1
9qR7uwkblbs_10,2
9qR7uwkblbs_11,1
9qR7uwkblbs_12,-1
9qR7uwkblbs_13,-2
9qR7uwkblbs_14,-2
9qR7uwkblbs_15,-1
9qR7uwkblbs_16,0
9qR7uwkblbs_17,0
9qR7uwkblbs_18,0
9qR7uwkblbs_19,0
9qR7uwkblbs_20,0
9qR7uwkblbs_21,-2
9qR7uwkblbs_22,0
9qR7uwkblbs_23,-1
9qR7uwkblbs_24,-1
9qR7uwkblbs_25,2
9qR7uwkblbs_26,-1
9qR7uwkblbs_27,0
9qR7uwkblbs_28,-1
9qR7uwkblbs_29,-1
9qR7uwkblbs_30,0
9qR7uwkblbs_31,0
9qR7uwkblbs_32,2
9qR7uwkblbs_33,0
9T9Hf74oK10_1,0
9T9Hf74oK10_2,2
9T9Hf74oK10_3,0
9T9Hf74oK10_4,-1
9T9Hf74oK10_5,-2
9T9Hf74oK10_6,1
9T9Hf74oK10_7,-1
9T9Hf74oK10_8,-2
9T9Hf74oK10_9,2
9T9Hf74oK10_10,-1
9T9Hf74oK10_11,0
9T9Hf74oK10_12,2
9T9Hf74oK10_13,3
9T9Hf74oK10_14,2
9T9Hf74oK10_15,0
9T9Hf74oK10_16,3
9T9Hf74oK10_17,0
9T9Hf74oK10_18,1
9T9Hf74oK10_19,1
9T9Hf74oK10_20,-1
9T9Hf74oK10_21,0
9T9Hf74oK10_22,0
9T9Hf74oK10_23,0
9T9Hf74oK10_24,-1
9T9Hf74oK10_25,-1
73jzhE8R1TQ_1,1
73jzhE8R1TQ_2,-1
73jzhE8R1TQ_3,-1
73jzhE8R1TQ_4,2
73jzhE8R1TQ_5,-1
73jzhE8R1TQ_6,2
73jzhE8R1TQ_7,1
73jzhE8R1TQ_8,2
73jzhE8R1TQ_9,0
73jzhE8R1TQ_10,1
73jzhE8R1TQ_11,-1
73jzhE8R1TQ_12,-1
73jzhE8R1TQ_13,-1
73jzhE8R1TQ_14,0
73jzhE8R1TQ_15,-2
73jzhE8R1TQ_16,0
73jzhE8R1TQ_17,0
73jzhE8R1TQ_18,-2
73jzhE8R1TQ_19,-1
Af8D0E4ZXaw_1,-1
Af8D0E4ZXaw_2,1
Af8D0E4ZXaw_3,0
Af8D0E4ZXaw_4,0
Af8D0E4ZXaw_5,0
Af8D0E4ZXaw_6,-2
Af8D0E4ZXaw_7,-2
Af8D0E4ZXaw_8,-1
Af8D0E4ZXaw_9,-1
Af8D0E4ZXaw_10,-1
Af8D0E4ZXaw_11,0
Af8D0E4ZXaw_12,1
Af8D0E4ZXaw_13,2
Af8D0E4ZXaw_14,2
Af8D0E4ZXaw_15,2
Af8D0E4ZXaw_16,2
Af8D0E4ZXaw_17,1
Af8D0E4ZXaw_18,2
Af8D0E4ZXaw_19,2
Af8D0E4ZXaw_20,2
Af8D0E4ZXaw_21,-1
Af8D0E4ZXaw_22,-2
Af8D0E4ZXaw_23,-1
Af8D0E4ZXaw_24,-2
Af8D0E4ZXaw_25,-3
Af8D0E4ZXaw_26,-2
Af8D0E4ZXaw_27,-2
Af8D0E4ZXaw_28,0
Af8D0E4ZXaw_29,0
Af8D0E4ZXaw_30,-1
Af8D0E4ZXaw_31,0
aiEXnCPZubE_1,-2
aiEXnCPZubE_2,-1
aiEXnCPZubE_3,-1
aiEXnCPZubE_4,-2
aiEXnCPZubE_5,0
aiEXnCPZubE_6,3
aiEXnCPZubE_7,2
aiEXnCPZubE_8,-2
aiEXnCPZubE_9,0
aiEXnCPZubE_10,0
aiEXnCPZubE_11,1
aiEXnCPZubE_12,0
aiEXnCPZubE_13,-2
aiEXnCPZubE_14,-3
aiEXnCPZubE_15,-3
aiEXnCPZubE_16,0
aiEXnCPZubE_17,-2
aiEXnCPZubE_18,0
aiEXnCPZubE_19,0
aiEXnCPZubE_20,-2
aiEXnCPZubE_21,-2
aiEXnCPZubE_22,2
aiEXnCPZubE_23,1
aiEXnCPZubE_24,-1
aiEXnCPZubE_25,2
aiEXnCPZubE_26,3
aiEXnCPZubE_27,3
aiEXnCPZubE_28,1
aiEXnCPZubE_29,3
aiEXnCPZubE_30,3
atnd_PF-Lbs_1,-3
atnd_PF-Lbs_2,-3
atnd_PF-Lbs_3,-1
atnd_PF-Lbs_4,-2
atnd_PF-Lbs_5,-3
atnd_PF-Lbs_6,0
atnd_PF-Lbs_7,-3
atnd_PF-Lbs_8,0
atnd_PF-Lbs_9,-3
atnd_PF-Lbs_10,-2
atnd_PF-Lbs_11,0
atnd_PF-Lbs_12,-2
atnd_PF-Lbs_13,-2
atnd_PF-Lbs_14,0
atnd_PF-Lbs_15,0
atnd_PF-Lbs_16,2
atnd_PF-Lbs_17,1
atnd_PF-Lbs_18,-1
atnd_PF-Lbs_19,0
atnd_PF-Lbs_20,0
atnd_PF-Lbs_21,2
Bfr499ggo-0_1,-2
Bfr499ggo-0_2,-1
Bfr499ggo-0_3,2
Bfr499ggo-0_4,-1
Bfr499ggo-0_5,-2
Bfr499ggo-0_6,-1
Bfr499ggo-0_7,-1
Bfr499ggo-0_8,-1
Bfr499ggo-0_9,0
Bfr499ggo-0_10,1
Bfr499ggo-0_11,-1
Bfr499ggo-0_12,-1
Bfr499ggo-0_13,-2
Bfr499ggo-0_14,0
Bfr499ggo-0_15,-1
Bfr499ggo-0_16,2
Bfr499ggo-0_17,1
Bfr499ggo-0_18,1
Bfr499ggo-0_19,-2
Bfr499ggo-0_20,-2
Bfr499ggo-0_21,-2
Bfr499ggo-0_22,1
BI97DNYfe5I_1,2
BI97DNYfe5I_2,-1
BI97DNYfe5I_3,0
BI97DNYfe5I_4,1
BI97DNYfe5I_5,1
BI97DNYfe5I_6,1
BI97DNYfe5I_7,-1
BI97DNYfe5I_8,0
BI97DNYfe5I_9,1
BI97DNYfe5I_10,3
BI97DNYfe5I_11,2
BI97DNYfe5I_12,2
BI97DNYfe5I_13,1
BI97DNYfe5I_14,2
BI97DNYfe5I_15,2
BI97DNYfe5I_16,1
BI97DNYfe5I_17,2
BI97DNYfe5I_18,2
BI97DNYfe5I_19,2
BI97DNYfe5I_20,0
BI97DNYfe5I_21,1
BI97DNYfe5I_22,2
BI97DNYfe5I_23,2
BI97DNYfe5I_24,1
BI97DNYfe5I_25,1
BI97DNYfe5I_26,1
BI97DNYfe5I_27,-1
BI97DNYfe5I_28,1
BI97DNYfe5I_29,0
BI97DNYfe5I_30,1
BI97DNYfe5I_31,1
BioHAh1qJAQ_1,1
BioHAh1qJAQ_2,2
BioHAh1qJAQ_3,0
BioHAh1qJAQ_4,0
BioHAh1qJAQ_5,1
BioHAh1qJAQ_6,-2
BioHAh1qJAQ_7,3
BioHAh1qJAQ_8,2
BioHAh1qJAQ_9,2
BioHAh1qJAQ_10,1
BioHAh1qJAQ_11,0
BioHAh1qJAQ_12,1
BioHAh1qJAQ_13,1
BioHAh1qJAQ_14,3
BioHAh1qJAQ_15,0
BioHAh1qJAQ_16,0
BioHAh1qJAQ_17,2
BioHAh1qJAQ_18,2
BioHAh1qJAQ_19,2
BioHAh1qJAQ_20,-1
BioHAh1qJAQ_21,-1
BioHAh1qJAQ_22,-2
BioHAh1qJAQ_23,-2
BioHAh1qJAQ_24,-1
BioHAh1qJAQ_25,-2
BioHAh1qJAQ_26,1
BioHAh1qJAQ_27,0
BioHAh1qJAQ_28,-2
BioHAh1qJAQ_29,0
BioHAh1qJAQ_30,-2
bOL9jKpeJRs_1,3
bOL9jKpeJRs_2,2
bOL9jKpeJRs_3,2
bOL9jKpeJRs_4,2
bOL9jKpeJRs_5,1
bOL9jKpeJRs_6,2
bOL9jKpeJRs_7,0
bOL9jKpeJRs_8,0
bOL9jKpeJRs_9,1
bOL9jKpeJRs_10,1
bOL9jKpeJRs_11,2
bOL9jKpeJRs_12,1
bOL9jKpeJRs_13,2
bOL9jKpeJRs_14,2
bOL9jKpeJRs_15,3
bOL9jKpeJRs_16,2
bOL9jKpeJRs_17,2
bOL9jKpeJRs_18,3
bOL9jKpeJRs_19,2
bOL9jKpeJRs_20,2
bOL9jKpeJRs_21,-1
bOL9jKpeJRs_22,2
bOL9jKpeJRs_23,-1
bOL9jKpeJRs_24,-1
bOL9jKpeJRs_25,-1
bOL9jKpeJRs_26,1
bOL9jKpeJRs_27,0
bOL9jKpeJRs_28,0
bOL9jKpeJRs_29,0
bOL9jKpeJRs_30,0
bOL9jKpeJRs_31,0
bOL9jKpeJRs_32,1
bOL9jKpeJRs_33,2
bOL9jKpeJRs_34,3
bvLlb-M3UXU_1,0
bvLlb-M3UXU_2,-2
bvLlb-M3UXU_3,-2
bvLlb-M3UXU_4,2
bvLlb-M3UXU_5,-1
bvLlb-M3UXU_6,0
bvLlb-M3UXU_7,-1
bvLlb-M3UXU_8,0
bvLlb-M3UXU_9,0
bvLlb-M3UXU_10,2
bvLlb-M3UXU_11,0
bvLlb-M3UXU_12,1
bvLlb-M3UXU_13,-1
bvLlb-M3UXU_14,1
bvLlb-M3UXU_15,2
bvLlb-M3UXU_16,-2
bvLlb-M3UXU_17,1
bvLlb-M3UXU_18,-1
bvLlb-M3UXU_19,1
bvLlb-M3UXU_20,-1
bvLlb-M3UXU_21,-1
bvLlb-M3UXU_22,-2
bvLlb-M3UXU_23,1
bvLlb-M3UXU_24,-1
bvLlb-M3UXU_25,-1
BvYR0L6f2Ig_1,2
BvYR0L6f2Ig_2,2
BvYR0L6f2Ig_3,0
BvYR0L6f2Ig_4,-1
BvYR0L6f2Ig_5,0
BvYR0L6f2Ig_6,-1
BvYR0L6f2Ig_7,1
BvYR0L6f2Ig_8,1
BvYR0L6f2Ig_9,2
BvYR0L6f2Ig_10,-2
BvYR0L6f2Ig_11,1
BvYR0L6f2Ig_12,0
BvYR0L6f2Ig_13,-1
BvYR0L6f2Ig_14,-2
BvYR0L6f2Ig_15,-1
BvYR0L6f2Ig_16,2
BvYR0L6f2Ig_17,2
BvYR0L6f2Ig_18,0
BvYR0L6f2Ig_19,2
BvYR0L6f2Ig_20,3
BvYR0L6f2Ig_21,2
BvYR0L6f2Ig_22,-1
BvYR0L6f2Ig_23,2
BvYR0L6f2Ig_24,2
BvYR0L6f2Ig_25,2
BvYR0L6f2Ig_26,1
BXuRRbG0Ugk_1,-1
BXuRRbG0Ugk_2,1
BXuRRbG0Ugk_3,0
BXuRRbG0Ugk_4,0
BXuRRbG0Ugk_5,0
BXuRRbG0Ugk_6,1
BXuRRbG0Ugk_7,0
BXuRRbG0Ugk_8,2
BXuRRbG0Ugk_9,-1
BXuRRbG0Ugk_10,2
BXuRRbG0Ugk_11,-2
BXuRRbG0Ugk_12,1
BXuRRbG0Ugk_13,1
BXuRRbG0Ugk_14,-2
BXuRRbG0Ugk_15,-1
BXuRRbG0Ugk_16,0
BXuRRbG0Ugk_17,-2
BXuRRbG0Ugk_18,-1
BXuRRbG0Ugk_19,0
BXuRRbG0Ugk_20,0
BXuRRbG0Ugk_21,2
BXuRRbG0Ugk_22,0
BXuRRbG0Ugk_23,1
BXuRRbG0Ugk_24,2
BXuRRbG0Ugk_25,1
BXuRRbG0Ugk_26,2
BXuRRbG0Ugk_27,0
BXuRRbG0Ugk_28,2
BXuRRbG0Ugk_29,2
BXuRRbG0Ugk_30,-2
BXuRRbG0Ugk_31,0
c5xsKMxpXnc_1,-1
c5xsKMxpXnc_2,-3
c5xsKMxpXnc_3,-2
c5xsKMxpXnc_4,2
c5xsKMxpXnc_5,-2
c5xsKMxpXnc_6,-2
c5xsKMxpXnc_7,-3
c5xsKMxpXnc_8,-1
c5xsKMxpXnc_9,-1
c5xsKMxpXnc_10,-1
c5xsKMxpXnc_11,-1
c5xsKMxpXnc_12,-2
c5xsKMxpXnc_13,-1
c5xsKMxpXnc_14,-2
c5xsKMxpXnc_15,-1
c7UH_rxdZv4_1,-3
c7UH_rxdZv4_2,-3
c7UH_rxdZv4_3,-1
c7UH_rxdZv4_4,2
c7UH_rxdZv4_5,-2
c7UH_rxdZv4_6,-3
c7UH_rxdZv4_7,-3
c7UH_rxdZv4_8,-3
c7UH_rxdZv4_9,0
c7UH_rxdZv4_10,1
c7UH_rxdZv4_11,1
c7UH_rxdZv4_12,-3
c7UH_rxdZv4_13,-3
c7UH_rxdZv4_14,1
c7UH_rxdZv4_15,-2
c7UH_rxdZv4_16,-2
c7UH_rxdZv4_17,-1
c7UH_rxdZv4_18,-2
c7UH_rxdZv4_19,-2
c7UH_rxdZv4_20,-2
c7UH_rxdZv4_21,-1
c7UH_rxdZv4_22,-2
c7UH_rxdZv4_23,-1
c7UH_rxdZv4_24,-2
c7UH_rxdZv4_25,0
c7UH_rxdZv4_26,-3
c7UH_rxdZv4_27,-2
c7UH_rxdZv4_28,-1
c7UH_rxdZv4_29,1
c7UH_rxdZv4_30,1
c7UH_rxdZv4_31,-1
c7UH_rxdZv4_32,-2
c7UH_rxdZv4_33,-2
Ci-AH39fi3Y_1,2
Ci-AH39fi3Y_2,2
Ci-AH39fi3Y_3,0
Ci-AH39fi3Y_4,2
Ci-AH39fi3Y_5,2
Ci-AH39fi3Y_6,2
Ci-AH39fi3Y_7,1
Ci-AH39fi3Y_8,2
Ci-AH39fi3Y_9,2
Ci-AH39fi3Y_10,1
Ci-AH39fi3Y_11,-2
Ci-AH39fi3Y_12,2
Ci-AH39fi3Y_13,-1
Ci-AH39fi3Y_14,0
Ci-AH39fi3Y_15,-1
Ci-AH39fi3Y_16,-2
Ci-AH39fi3Y_17,-3
Ci-AH39fi3Y_18,-1
Ci-AH39fi3Y_19,-1
Ci-AH39fi3Y_20,3
Ci-AH39fi3Y_21,1
Ci-AH39fi3Y_22,0
Ci-AH39fi3Y_23,0
Ci-AH39fi3Y_24,-1
Ci-AH39fi3Y_25,2
Ci-AH39fi3Y_26,-1
Ci-AH39fi3Y_27,-1
Ci-AH39fi3Y_28,0
Ci-AH39fi3Y_29,1
Ci-AH39fi3Y_30,-1
Ci-AH39fi3Y_31,1
Ci-AH39fi3Y_32,2
Ci-AH39fi3Y_33,-2
Ci-AH39fi3Y_34,0
Ci-AH39fi3Y_35,1
Ci-AH39fi3Y_36,-2
Ci-AH39fi3Y_37,3
Ci-AH39fi3Y_38,2
Ci-AH39fi3Y_39,2
Ci-AH39fi3Y_40,-3
Ci-AH39fi3Y_41,-2
Ci-AH39fi3Y_42,-2
Ci-AH39fi3Y_43,2
Ci-AH39fi3Y_44,0
Clx4VXItLTE_1,-1
Clx4VXItLTE_2,1
Clx4VXItLTE_3,0
Clx4VXItLTE_4,-1
Clx4VXItLTE_5,-1
Clx4VXItLTE_6,0
Clx4VXItLTE_7,0
Clx4VXItLTE_8,1
Clx4VXItLTE_9,-1
Clx4VXItLTE_10,0
Clx4VXItLTE_11,-1
Clx4VXItLTE_12,-1
Clx4VXItLTE_13,-1
Clx4VXItLTE_14,2
Clx4VXItLTE_15,-1
Clx4VXItLTE_16,-1
Clx4VXItLTE_17,-1
