video_name,label
2WGyTLYerpo_57,0
2WGyTLYerpo_58,0
2WGyTLYerpo_59,1
2WGyTLYerpo_60,1
2WGyTLYerpo_61,1
2WGyTLYerpo_62,1
2WGyTLYerpo_63,1
03bSnISJMiM_1,1
03bSnISJMiM_2,0
03bSnISJMiM_3,0
03bSnISJMiM_4,0
03bSnISJMiM_5,0
03bSnISJMiM_6,0
03bSnISJMiM_7,0
03bSnISJMiM_8,0
03bSnISJMiM_9,0
03bSnISJMiM_10,0
03bSnISJMiM_11,0
03bSnISJMiM_12,1
03bSnISJMiM_13,1
5W7Z1C_fDaE_1,1
5W7Z1C_fDaE_2,1
5W7Z1C_fDaE_3,0
5W7Z1C_fDaE_4,0
5W7Z1C_fDaE_5,1
5W7Z1C_fDaE_6,0
5W7Z1C_fDaE_7,1
5W7Z1C_fDaE_8,1
5W7Z1C_fDaE_9,1
5W7Z1C_fDaE_10,0
5W7Z1C_fDaE_11,1
5W7Z1C_fDaE_12,0
5W7Z1C_fDaE_13,1
5W7Z1C_fDaE_14,1
5W7Z1C_fDaE_15,0
5W7Z1C_fDaE_16,0
5W7Z1C_fDaE_17,0
5W7Z1C_fDaE_18,1
5W7Z1C_fDaE_19,1
5W7Z1C_fDaE_20,1
5W7Z1C_fDaE_21,1
5W7Z1C_fDaE_22,1
5W7Z1C_fDaE_23,1
5W7Z1C_fDaE_24,1
6_0THN4chvY_1,1
6_0THN4chvY_2,0
6_0THN4chvY_3,1
6_0THN4chvY_4,1
6_0THN4chvY_5,0
6_0THN4chvY_6,1
6_0THN4chvY_7,0
6_0THN4chvY_8,1
6_0THN4chvY_9,0
6_0THN4chvY_10,0
6_0THN4chvY_11,0
6_0THN4chvY_12,1
6_0THN4chvY_13,1
6_0THN4chvY_14,1
6Egk_28TtTM_1,1
6Egk_28TtTM_2,1
6Egk_28TtTM_3,1
6Egk_28TtTM_4,1
6Egk_28TtTM_5,1
6Egk_28TtTM_6,1
6Egk_28TtTM_7,1
6Egk_28TtTM_8,0
6Egk_28TtTM_9,0
6Egk_28TtTM_10,0
6Egk_28TtTM_11,0
6Egk_28TtTM_12,1
7JsX8y1ysxY_1,1
7JsX8y1ysxY_2,1
7JsX8y1ysxY_3,0
7JsX8y1ysxY_4,1
7JsX8y1ysxY_5,1
7JsX8y1ysxY_6,1
7JsX8y1ysxY_7,0
7JsX8y1ysxY_8,0
7JsX8y1ysxY_9,1
7JsX8y1ysxY_10,1
7JsX8y1ysxY_11,0
7JsX8y1ysxY_12,0
7JsX8y1ysxY_13,0
7JsX8y1ysxY_14,0
7JsX8y1ysxY_15,0
7JsX8y1ysxY_16,1
7JsX8y1ysxY_17,0
7JsX8y1ysxY_18,0
7JsX8y1ysxY_19,0
7JsX8y1ysxY_20,0
7JsX8y1ysxY_21,1
7JsX8y1ysxY_22,1
7JsX8y1ysxY_23,1
7JsX8y1ysxY_24,1
7JsX8y1ysxY_25,1
7JsX8y1ysxY_26,1
7JsX8y1ysxY_27,1
7JsX8y1ysxY_28,0
7JsX8y1ysxY_29,0
7JsX8y1ysxY_30,1
7JsX8y1ysxY_31,1
7JsX8y1ysxY_32,0
7JsX8y1ysxY_33,1
7JsX8y1ysxY_34,0
7JsX8y1ysxY_35,0
7JsX8y1ysxY_36,0
7JsX8y1ysxY_37,0
7JsX8y1ysxY_38,0
7JsX8y1ysxY_39,1
8d-gEyoeBzc_1,1
8d-gEyoeBzc_2,0
8d-gEyoeBzc_3,0
8d-gEyoeBzc_4,0
8d-gEyoeBzc_5,0
8d-gEyoeBzc_6,0
8d-gEyoeBzc_7,0
8d-gEyoeBzc_8,1
8d-gEyoeBzc_9,1
8d-gEyoeBzc_10,0
8d-gEyoeBzc_11,1
8d-gEyoeBzc_12,1
8d-gEyoeBzc_13,1
8d-gEyoeBzc_14,0
8d-gEyoeBzc_15,0
8d-gEyoeBzc_16,1
8d-gEyoeBzc_17,1
8d-gEyoeBzc_18,0
8d-gEyoeBzc_19,1
8d-gEyoeBzc_20,1
8d-gEyoeBzc_21,0
8d-gEyoeBzc_22,0
8d-gEyoeBzc_23,0
8d-gEyoeBzc_24,0
8d-gEyoeBzc_25,1
8d-gEyoeBzc_26,1
8d-gEyoeBzc_27,0
8d-gEyoeBzc_28,0
8d-gEyoeBzc_29,0
8d-gEyoeBzc_30,0
8OtFthrtaJM_1,0
8OtFthrtaJM_2,0
8OtFthrtaJM_3,0
8OtFthrtaJM_4,0
8OtFthrtaJM_5,0
8OtFthrtaJM_6,0
8OtFthrtaJM_7,0
8OtFthrtaJM_8,0
8OtFthrtaJM_9,0
8OtFthrtaJM_10,0
8OtFthrtaJM_11,0
8OtFthrtaJM_12,0
8OtFthrtaJM_13,0
8OtFthrtaJM_14,0
8OtFthrtaJM_15,0
8OtFthrtaJM_16,0
8OtFthrtaJM_17,1
8OtFthrtaJM_18,1
8OtFthrtaJM_19,0
8OtFthrtaJM_20,0
8OtFthrtaJM_21,0
8OtFthrtaJM_22,1
8OtFthrtaJM_23,0
8qrpnFRGt2A_1,0
8qrpnFRGt2A_2,0
8qrpnFRGt2A_3,0
8qrpnFRGt2A_4,0
8qrpnFRGt2A_5,0
8qrpnFRGt2A_6,0
8qrpnFRGt2A_7,0
8qrpnFRGt2A_8,0
8qrpnFRGt2A_9,0
8qrpnFRGt2A_10,0
8qrpnFRGt2A_11,0
8qrpnFRGt2A_12,0
8qrpnFRGt2A_13,0
8qrpnFRGt2A_14,0
8qrpnFRGt2A_15,0
8qrpnFRGt2A_16,0
8qrpnFRGt2A_17,0
8qrpnFRGt2A_18,0
8qrpnFRGt2A_19,0
8qrpnFRGt2A_20,0
8qrpnFRGt2A_21,0
8qrpnFRGt2A_22,0
8qrpnFRGt2A_23,0
8qrpnFRGt2A_24,0
8qrpnFRGt2A_25,0
8qrpnFRGt2A_26,0
9c67fiY0wGQ_1,0
9c67fiY0wGQ_2,1
9c67fiY0wGQ_3,1
9c67fiY0wGQ_4,1
9c67fiY0wGQ_5,1
9c67fiY0wGQ_6,1
9c67fiY0wGQ_7,1
9c67fiY0wGQ_8,1
9c67fiY0wGQ_9,1
9c67fiY0wGQ_10,1
9c67fiY0wGQ_11,1
9c67fiY0wGQ_12,1
9J25DZhivz8_1,1
9J25DZhivz8_2,1
9J25DZhivz8_3,1
9J25DZhivz8_4,1
9J25DZhivz8_5,1
9J25DZhivz8_6,1
9J25DZhivz8_7,1
9J25DZhivz8_8,1
9J25DZhivz8_9,1
9J25DZhivz8_10,1
9J25DZhivz8_11,0
9J25DZhivz8_12,0
9J25DZhivz8_13,0
9J25DZhivz8_14,1
9J25DZhivz8_15,1
9J25DZhivz8_16,1
9J25DZhivz8_17,0
9J25DZhivz8_18,0
9J25DZhivz8_19,0
9J25DZhivz8_20,1
9J25DZhivz8_21,1
9J25DZhivz8_22,0
9J25DZhivz8_23,1
9J25DZhivz8_24,1
9J25DZhivz8_25,1
9qR7uwkblbs_1,0
9qR7uwkblbs_2,1
9qR7uwkblbs_3,0
9qR7uwkblbs_4,1
9qR7uwkblbs_5,0
9qR7uwkblbs_6,0
9qR7uwkblbs_7,1
9qR7uwkblbs_8,1
9qR7uwkblbs_9,0
9qR7uwkblbs_10,1
9qR7uwkblbs_11,1
9qR7uwkblbs_12,0
9qR7uwkblbs_13,0
9qR7uwkblbs_14,0
9qR7uwkblbs_15,0
9qR7uwkblbs_16,0
9qR7uwkblbs_17,0
9qR7uwkblbs_18,0
9qR7uwkblbs_19,0
9qR7uwkblbs_20,0
9qR7uwkblbs_21,0
9qR7uwkblbs_22,0
9qR7uwkblbs_23,0
9qR7uwkblbs_24,0
9qR7uwkblbs_25,1
9qR7uwkblbs_26,0
9qR7uwkblbs_27,0
9qR7uwkblbs_28,0
9qR7uwkblbs_29,0
9qR7uwkblbs_30,0
9qR7uwkblbs_31,0
9qR7uwkblbs_32,1
9qR7uwkblbs_33,0
9T9Hf74oK10_1,0
9T9Hf74oK10_2,1
9T9Hf74oK10_3,0
9T9Hf74oK10_4,0
9T9Hf74oK10_5,0
9T9Hf74oK10_6,1
9T9Hf74oK10_7,0
9T9Hf74oK10_8,0
9T9Hf74oK10_9,1
9T9Hf74oK10_10,0
9T9Hf74oK10_11,0
9T9Hf74oK10_12,1
9T9Hf74oK10_13,1
9T9Hf74oK10_14,1
9T9Hf74oK10_15,0
9T9Hf74oK10_16,1
9T9Hf74oK10_17,0
9T9Hf74oK10_18,1
9T9Hf74oK10_19,1
9T9Hf74oK10_20,0
9T9Hf74oK10_21,0
9T9Hf74oK10_22,0
9T9Hf74oK10_23,0
9T9Hf74oK10_24,0
9T9Hf74oK10_25,0
73jzhE8R1TQ_1,1
73jzhE8R1TQ_2,0
73jzhE8R1TQ_3,0
73jzhE8R1TQ_4,1
73jzhE8R1TQ_5,0
73jzhE8R1TQ_6,1
73jzhE8R1TQ_7,1
73jzhE8R1TQ_8,1
73jzhE8R1TQ_9,0
73jzhE8R1TQ_10,1
73jzhE8R1TQ_11,0
73jzhE8R1TQ_12,0
73jzhE8R1TQ_13,0
73jzhE8R1TQ_14,0
73jzhE8R1TQ_15,0
73jzhE8R1TQ_16,0
73jzhE8R1TQ_17,0
73jzhE8R1TQ_18,0
73jzhE8R1TQ_19,0
Af8D0E4ZXaw_1,0
Af8D0E4ZXaw_2,0
Af8D0E4ZXaw_3,0
Af8D0E4ZXaw_4,0
Af8D0E4ZXaw_5,0
Af8D0E4ZXaw_6,0
Af8D0E4ZXaw_7,0
Af8D0E4ZXaw_8,0
Af8D0E4ZXaw_9,0
Af8D0E4ZXaw_10,0
Af8D0E4ZXaw_11,0
Af8D0E4ZXaw_12,1
Af8D0E4ZXaw_13,1
Af8D0E4ZXaw_14,1
Af8D0E4ZXaw_15,1
Af8D0E4ZXaw_16,1
Af8D0E4ZXaw_17,1
Af8D0E4ZXaw_18,1
Af8D0E4ZXaw_19,1
Af8D0E4ZXaw_20,1
Af8D0E4ZXaw_21,0
Af8D0E4ZXaw_22,0
Af8D0E4ZXaw_23,0
Af8D0E4ZXaw_24,0
Af8D0E4ZXaw_25,0
Af8D0E4ZXaw_26,0
Af8D0E4ZXaw_27,0
Af8D0E4ZXaw_28,0
Af8D0E4ZXaw_29,0
Af8D0E4ZXaw_30,0
Af8D0E4ZXaw_31,0
aiEXnCPZubE_1,0
aiEXnCPZubE_2,0
aiEXnCPZubE_3,0
aiEXnCPZubE_4,0
aiEXnCPZubE_5,0
aiEXnCPZubE_6,1
aiEXnCPZubE_7,1
aiEXnCPZubE_8,0
aiEXnCPZubE_9,0
aiEXnCPZubE_10,0
aiEXnCPZubE_11,0
aiEXnCPZubE_12,0
aiEXnCPZubE_13,0
aiEXnCPZubE_14,0
aiEXnCPZubE_15,0
aiEXnCPZubE_16,0
aiEXnCPZubE_17,0
aiEXnCPZubE_18,0
aiEXnCPZubE_19,0
aiEXnCPZubE_20,0
aiEXnCPZubE_21,0
aiEXnCPZubE_22,1
aiEXnCPZubE_23,0
aiEXnCPZubE_24,0
aiEXnCPZubE_25,1
aiEXnCPZubE_26,1
aiEXnCPZubE_27,1
aiEXnCPZubE_28,1
aiEXnCPZubE_29,1
aiEXnCPZubE_30,1
atnd_PF-Lbs_1,0
atnd_PF-Lbs_2,0
atnd_PF-Lbs_3,0
atnd_PF-Lbs_4,0
atnd_PF-Lbs_5,0
atnd_PF-Lbs_6,0
atnd_PF-Lbs_7,0
atnd_PF-Lbs_8,0
atnd_PF-Lbs_9,0
atnd_PF-Lbs_10,0
atnd_PF-Lbs_11,0
atnd_PF-Lbs_12,0
atnd_PF-Lbs_13,0
atnd_PF-Lbs_14,0
atnd_PF-Lbs_15,0
atnd_PF-Lbs_16,1
atnd_PF-Lbs_17,1
atnd_PF-Lbs_18,0
atnd_PF-Lbs_19,0
atnd_PF-Lbs_20,0
atnd_PF-Lbs_21,1
Bfr499ggo-0_1,0
Bfr499ggo-0_2,0
Bfr499ggo-0_3,1
Bfr499ggo-0_4,0
Bfr499ggo-0_5,0
Bfr499ggo-0_6,0
Bfr499ggo-0_7,0
Bfr499ggo-0_8,0
Bfr499ggo-0_9,0
Bfr499ggo-0_10,1
Bfr499ggo-0_11,0
Bfr499ggo-0_12,0
Bfr499ggo-0_13,0
Bfr499ggo-0_14,0
Bfr499ggo-0_15,0
Bfr499ggo-0_16,1
Bfr499ggo-0_17,1
Bfr499ggo-0_18,0
Bfr499ggo-0_19,0
Bfr499ggo-0_20,0
Bfr499ggo-0_21,0
Bfr499ggo-0_22,1
BI97DNYfe5I_1,1
BI97DNYfe5I_2,0
BI97DNYfe5I_3,0
BI97DNYfe5I_4,1
BI97DNYfe5I_5,1
BI97DNYfe5I_6,1
BI97DNYfe5I_7,0
BI97DNYfe5I_8,0
BI97DNYfe5I_9,1
BI97DNYfe5I_10,1
BI97DNYfe5I_11,1
BI97DNYfe5I_12,1
BI97DNYfe5I_13,1
BI97DNYfe5I_14,1
BI97DNYfe5I_15,1
BI97DNYfe5I_16,1
BI97DNYfe5I_17,1
BI97DNYfe5I_18,1
BI97DNYfe5I_19,1
BI97DNYfe5I_20,0
BI97DNYfe5I_21,1
BI97DNYfe5I_22,1
BI97DNYfe5I_23,1
BI97DNYfe5I_24,1
BI97DNYfe5I_25,1
BI97DNYfe5I_26,1
BI97DNYfe5I_27,0
BI97DNYfe5I_28,1
BI97DNYfe5I_29,0
BI97DNYfe5I_30,1
BI97DNYfe5I_31,1
BioHAh1qJAQ_1,1
BioHAh1qJAQ_2,1
BioHAh1qJAQ_3,0
BioHAh1qJAQ_4,0
BioHAh1qJAQ_5,1
BioHAh1qJAQ_6,0
BioHAh1qJAQ_7,1
BioHAh1qJAQ_8,1
BioHAh1qJAQ_9,1
BioHAh1qJAQ_10,1
BioHAh1qJAQ_11,0
BioHAh1qJAQ_12,0
BioHAh1qJAQ_13,1
BioHAh1qJAQ_14,1
BioHAh1qJAQ_15,0
BioHAh1qJAQ_16,0
BioHAh1qJAQ_17,1
BioHAh1qJAQ_18,1
BioHAh1qJAQ_19,1
BioHAh1qJAQ_20,0
BioHAh1qJAQ_21,0
BioHAh1qJAQ_22,0
BioHAh1qJAQ_23,0
BioHAh1qJAQ_24,0
BioHAh1qJAQ_25,0
BioHAh1qJAQ_26,0
BioHAh1qJAQ_27,0
BioHAh1qJAQ_28,0
BioHAh1qJAQ_29,0
BioHAh1qJAQ_30,0
bOL9jKpeJRs_1,1
bOL9jKpeJRs_2,1
bOL9jKpeJRs_3,1
bOL9jKpeJRs_4,1
bOL9jKpeJRs_5,1
bOL9jKpeJRs_6,1
bOL9jKpeJRs_7,0
bOL9jKpeJRs_8,0
bOL9jKpeJRs_9,1
bOL9jKpeJRs_10,1
bOL9jKpeJRs_11,1
bOL9jKpeJRs_12,1
bOL9jKpeJRs_13,1
bOL9jKpeJRs_14,1
bOL9jKpeJRs_15,1
bOL9jKpeJRs_16,1
bOL9jKpeJRs_17,1
bOL9jKpeJRs_18,1
bOL9jKpeJRs_19,1
bOL9jKpeJRs_20,1
bOL9jKpeJRs_21,0
bOL9jKpeJRs_22,1
bOL9jKpeJRs_23,0
bOL9jKpeJRs_24,0
bOL9jKpeJRs_25,0
bOL9jKpeJRs_26,1
bOL9jKpeJRs_27,0
bOL9jKpeJRs_28,0
bOL9jKpeJRs_29,0
bOL9jKpeJRs_30,0
bOL9jKpeJRs_31,0
bOL9jKpeJRs_32,1
bOL9jKpeJRs_33,1
bOL9jKpeJRs_34,1
bvLlb-M3UXU_1,0
bvLlb-M3UXU_2,0
bvLlb-M3UXU_3,0
bvLlb-M3UXU_4,1
bvLlb-M3UXU_5,0
bvLlb-M3UXU_6,0
bvLlb-M3UXU_7,0
bvLlb-M3UXU_8,0
bvLlb-M3UXU_9,0
bvLlb-M3UXU_10,1
bvLlb-M3UXU_11,0
bvLlb-M3UXU_12,1
bvLlb-M3UXU_13,0
bvLlb-M3UXU_14,1
bvLlb-M3UXU_15,1
bvLlb-M3UXU_16,0
bvLlb-M3UXU_17,1
bvLlb-M3UXU_18,0
bvLlb-M3UXU_19,1
bvLlb-M3UXU_20,0
bvLlb-M3UXU_21,0
bvLlb-M3UXU_22,0
bvLlb-M3UXU_23,0
bvLlb-M3UXU_24,0
bvLlb-M3UXU_25,0
BvYR0L6f2Ig_1,1
BvYR0L6f2Ig_2,1
BvYR0L6f2Ig_3,0
BvYR0L6f2Ig_4,0
BvYR0L6f2Ig_5,0
BvYR0L6f2Ig_6,0
BvYR0L6f2Ig_7,1
BvYR0L6f2Ig_8,0
BvYR0L6f2Ig_9,1
BvYR0L6f2Ig_10,0
BvYR0L6f2Ig_11,0
BvYR0L6f2Ig_12,0
BvYR0L6f2Ig_13,0
BvYR0L6f2Ig_14,0
BvYR0L6f2Ig_15,0
BvYR0L6f2Ig_16,1
BvYR0L6f2Ig_17,1
BvYR0L6f2Ig_18,0
BvYR0L6f2Ig_19,1
BvYR0L6f2Ig_20,1
BvYR0L6f2Ig_21,1
BvYR0L6f2Ig_22,0
BvYR0L6f2Ig_23,1
BvYR0L6f2Ig_24,1
BvYR0L6f2Ig_25,1
BvYR0L6f2Ig_26,1
BXuRRbG0Ugk_1,0
BXuRRbG0Ugk_2,0
BXuRRbG0Ugk_3,0
BXuRRbG0Ugk_4,0
BXuRRbG0Ugk_5,0
BXuRRbG0Ugk_6,1
BXuRRbG0Ugk_7,0
BXuRRbG0Ugk_8,1
BXuRRbG0Ugk_9,0
BXuRRbG0Ugk_10,1
BXuRRbG0Ugk_11,0
BXuRRbG0Ugk_12,1
BXuRRbG0Ugk_13,0
BXuRRbG0Ugk_14,0
BXuRRbG0Ugk_15,0
BXuRRbG0Ugk_16,0
BXuRRbG0Ugk_17,0
BXuRRbG0Ugk_18,0
BXuRRbG0Ugk_19,0
BXuRRbG0Ugk_20,0
BXuRRbG0Ugk_21,1
BXuRRbG0Ugk_22,0
BXuRRbG0Ugk_23,1
BXuRRbG0Ugk_24,1
BXuRRbG0Ugk_25,1
BXuRRbG0Ugk_26,1
BXuRRbG0Ugk_27,0
BXuRRbG0Ugk_28,1
BXuRRbG0Ugk_29,1
BXuRRbG0Ugk_30,0
BXuRRbG0Ugk_31,0
c5xsKMxpXnc_1,0
c5xsKMxpXnc_2,0
c5xsKMxpXnc_3,0
c5xsKMxpXnc_4,1
c5xsKMxpXnc_5,0
c5xsKMxpXnc_6,0
c5xsKMxpXnc_7,0
c5xsKMxpXnc_8,0
c5xsKMxpXnc_9,0
c5xsKMxpXnc_10,0
c5xsKMxpXnc_11,0
c5xsKMxpXnc_12,0
c5xsKMxpXnc_13,0
c5xsKMxpXnc_14,0
c5xsKMxpXnc_15,0
c7UH_rxdZv4_1,0
c7UH_rxdZv4_2,0
c7UH_rxdZv4_3,0
c7UH_rxdZv4_4,1
c7UH_rxdZv4_5,0
c7UH_rxdZv4_6,0
c7UH_rxdZv4_7,0
c7UH_rxdZv4_8,0
c7UH_rxdZv4_9,0
c7UH_rxdZv4_10,0
c7UH_rxdZv4_11,1
c7UH_rxdZv4_12,0
c7UH_rxdZv4_13,0
c7UH_rxdZv4_14,1
c7UH_rxdZv4_15,0
c7UH_rxdZv4_16,0
c7UH_rxdZv4_17,0
c7UH_rxdZv4_18,0
c7UH_rxdZv4_19,0
c7UH_rxdZv4_20,0
c7UH_rxdZv4_21,0
c7UH_rxdZv4_22,0
c7UH_rxdZv4_23,0
c7UH_rxdZv4_24,0
c7UH_rxdZv4_25,0
c7UH_rxdZv4_26,0
c7UH_rxdZv4_27,0
c7UH_rxdZv4_28,0
c7UH_rxdZv4_29,0
c7UH_rxdZv4_30,1
c7UH_rxdZv4_31,0
c7UH_rxdZv4_32,0
c7UH_rxdZv4_33,0
Ci-AH39fi3Y_1,1
Ci-AH39fi3Y_2,1
Ci-AH39fi3Y_3,0
Ci-AH39fi3Y_4,1
Ci-AH39fi3Y_5,1
Ci-AH39fi3Y_6,1
Ci-AH39fi3Y_7,0
Ci-AH39fi3Y_8,1
Ci-AH39fi3Y_9,1
Ci-AH39fi3Y_10,1
Ci-AH39fi3Y_11,0
Ci-AH39fi3Y_12,1
Ci-AH39fi3Y_13,0
Ci-AH39fi3Y_14,0
Ci-AH39fi3Y_15,0
Ci-AH39fi3Y_16,0
Ci-AH39fi3Y_17,0
Ci-AH39fi3Y_18,0
Ci-AH39fi3Y_19,0
Ci-AH39fi3Y_20,1
Ci-AH39fi3Y_21,1
Ci-AH39fi3Y_22,0
Ci-AH39fi3Y_23,0
Ci-AH39fi3Y_24,0
Ci-AH39fi3Y_25,1
Ci-AH39fi3Y_26,0
Ci-AH39fi3Y_27,0
Ci-AH39fi3Y_28,0
Ci-AH39fi3Y_29,1
Ci-AH39fi3Y_30,0
Ci-AH39fi3Y_31,1
Ci-AH39fi3Y_32,1
Ci-AH39fi3Y_33,0
Ci-AH39fi3Y_34,0
Ci-AH39fi3Y_35,0
Ci-AH39fi3Y_36,0
Ci-AH39fi3Y_37,1
Ci-AH39fi3Y_38,1
Ci-AH39fi3Y_39,1
Ci-AH39fi3Y_40,0
Ci-AH39fi3Y_41,0
Ci-AH39fi3Y_42,0
Ci-AH39fi3Y_43,1
Ci-AH39fi3Y_44,0
Clx4VXItLTE_1,0
Clx4VXItLTE_2,0
Clx4VXItLTE_3,0
Clx4VXItLTE_4,0
Clx4VXItLTE_5,0
Clx4VXItLTE_6,0
Clx4VXItLTE_7,0
Clx4VXItLTE_8,0
Clx4VXItLTE_9,0
Clx4VXItLTE_10,0
Clx4VXItLTE_11,0
Clx4VXItLTE_12,0
Clx4VXItLTE_13,0
Clx4VXItLTE_14,1
Clx4VXItLTE_15,0
Clx4VXItLTE_16,0
Clx4VXItLTE_17,0
Clx4VXItLTE_18,0
Clx4VXItLTE_19,1
Clx4VXItLTE_20,1
Clx4VXItLTE_21,0
Clx4VXItLTE_22,0
Clx4VXItLTE_23,1
Clx4VXItLTE_24,0
Clx4VXItLTE_25,0
Clx4VXItLTE_26,1
Clx4VXItLTE_27,1
Clx4VXItLTE_28,0
Clx4VXItLTE_29,0
Clx4VXItLTE_30,0
Clx4VXItLTE_31,0
cM3Yna7AavY_1,1
cM3Yna7AavY_2,1
cM3Yna7AavY_3,1
cM3Yna7AavY_4,0
cM3Yna7AavY_5,1
cM3Yna7AavY_6,1
